ts_code,name,industry,pct_chg,cum3,cum5,cum8,down5_cnt,down_streak,intraday,amp_pct,amount,large_net_mf_ratio,reversal_candidate_score
301531.SZ,春光集团,矿物制品,3.7022,0.012175962293794251,-0.16709760827407882,-0.24992723391869598,3.0,0,2.8058510638297784,6.532528504359497,636544.98528,-0.0010339881944250674,55.633775971121864
301191.SZ,菲菱科思,通信设备,-7.4705,-0.12134411947728685,-0.23385784047748248,-0.15912339209147208,4.0,2,-7.500818866688519,11.114023591087816,739382.63703,-0.0058144995360846705,55.61265365419244
301696.SZ,三瑞智能,电气设备,-5.014,-0.09050246011629637,-0.17623227548953402,-0.23835684854538652,4.0,2,-3.937007874015752,5.909374026782936,634017.13962,-0.01242794477878406,55.56550158218947
300136.SZ,信维通信,元器件,-7.2174,-0.1826218967672799,-0.22844137233414818,-0.1856761565836299,3.0,2,-5.53204665084116,7.268119614799784,9185092.23919,-0.012978310603281694,55.547582925630515
300131.SZ,英唐智控,元器件,-3.3947,-0.06410256410256421,-0.164676616915423,-0.2632733655111891,4.0,2,-4.057142857142859,5.178365937859621,1156346.84748,-0.00939566707314252,55.48486895152498
603929.SH,亚翔集成,装修装饰,-3.0688,-0.10867846500030409,-0.1751927514210141,-0.22331743508214086,5.0,5,-2.2672712723392996,4.431216931216924,650234.162,-0.0031012058698939838,55.393887650614026
688627.SH,精智达,专用机械,-4.7466,-0.09392981182935045,-0.1887965842112591,-0.20550000000000002,4.0,2,-4.048527433919801,7.307901907356946,1805026.459,-0.007196919433079622,55.20899131916048
688037.SH,芯源微,半导体,-3.2532,-0.08898272552783115,-0.1781125541125541,-0.229004905623599,4.0,2,-5.151672595020185,6.420709335507542,1854849.621,-0.005418590211416388,55.16981500972482
688312.SH,燕麦科技,专用机械,-7.9655,-0.09678510998307965,-0.2027282684456837,-0.2232246798603027,4.0,2,-10.023598157096302,11.252873563218381,762476.022,-0.0068800196316206146,55.135302669784046
688123.SH,聚辰股份,半导体,-3.9859,-0.09716427409659856,-0.17828409602883444,-0.22624242424242424,4.0,2,-7.485507246376811,9.89696924118223,1268128.564,0.0012300251285878303,54.992991274841316
