tag,direction,n,k,ic,rank_ic,icir,diracc,n_days,top10_spread_bp,top10_abs_bp,bt_annualised,bt_sharpe,bt_max_drawdown,bt_n_days
lstm_ic_h384_l3_w20,forward,10,2,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9351331702822241,-11.66276049759523,-0.16119176288600157,15
lstm_ic_h256_l3_w40,forward,20,10,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9011780807189158,-11.703807686575017,-0.13779505085556842,15
lstm_ic_h256_l3_w40,forward,20,5,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8829570970058372,-11.704432766580014,-0.1314017404394905,15
lstm_ic_h384_l3_w20,forward,20,5,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9124578776964106,-11.800916103312511,-0.1455830729884725,15
lstm_ic_h384_l3_w20,forward,10,10,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9063964074618163,-11.837781507324191,-0.1507205640950987,15
lstm_ic_h256_l3_w40,forward,3,2,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9832757726984076,-11.919747726535864,-0.24580299833280161,15
lstm_ic_h256_l3_w40,forward,5,5,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9465545790793796,-11.950440940256144,-0.17284868353406413,15
lstm_ic_h384_l3_w20,forward,15,5,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9219353675524743,-11.961244860840024,-0.15049220885709313,15
lstm_ic_h384_l3_w20,forward,15,1,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8554500952919282,-11.967914557702606,-0.12117069150103343,15
lstm_ic_h384_l3_w20,forward,20,2,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.920512905828634,-12.129536001859735,-0.1515291447499002,15
lstm_ic_h384_l3_w20,forward,20,3,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8999952876717288,-12.13675807911369,-0.14022549999146683,15
lstm_ic_final_h384_l2_w20,forward,3,2,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.9445290978131863,-12.450803560601148,-0.17272135204803907,15
lstm_ic_final_h384_l2_w20,forward,10,2,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.9050223549348702,-12.473891989227807,-0.13771006298661315,15
lstm_ic_final_h384_l2_w20,forward,3,3,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.9536266815639929,-12.762453439779039,-0.1809982284085957,15
lstm_ic_final_h384_l2_w20,forward,5,2,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.90582078653069,-12.767733779719242,-0.1387384174570112,15
lstm_ic_h384_l3_w20,forward,15,3,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9250577009382825,-13.12193835208692,-0.14995525997303327,15
lstm_ic_h384_l3_w20,forward,15,2,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.922622025870542,-13.324318153746908,-0.14992898111104735,15
lstm_ic_h256_l3_w40,forward,10,10,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9465227728859632,-14.314179306900693,-0.1708609961208314,15
lstm_ic_h256_l3_w40,forward,5,3,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.963848147970146,-15.245537429270497,-0.19206734294416505,15
